"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0046032","ADP catabolic process","20/1875","31/5796",0.645161290322581,1.99432258064516,3.83828685165981,0.000229766124648181,0.0147492177706851,0.0138045720233968,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",20
"GO:0006066","alcohol metabolic process","62/1875","132/5796",0.46969696969697,1.45192727272727,3.63180756600658,0.00028304342050507,0.0173343395971653,0.0162241240971229,"YML125C/YMR318C/YLR251W/YHR007C/YMR202W/YML087C/YML075C/YGL256W/YGL012W/YHL032C/YLR056W/YPR121W/YHR079C/YDR050C/YPL061W/YNL280C/YGR087C/YGR175C/YNR043W/YMR208W/YNR073C/YHR046C/YLR044C/YIL155C/YPL103C/YMR303C/YFL053W/YLR410W/YOR171C/YIL053W/YLR450W/YDL085W/YDL168W/YAL061W/YGL001C/YOL032W/YCR048W/YNL037C/YLR174W/YGR060W/YMR220W/YOL055C/YPL201C/YER073W/YOR374W/YDR315C/YLR134W/YJR159W/YGR144W/YMR145C/YMR015C/YML070W/YOL086C/YOR136W/YEL070W/YHR072W/YMR296C/YMR101C/YCR105W/YDL080C/YLR100W/YPL028W",62
"GO:0019362","pyridine nucleotide metabolic process","44/1875","87/5796",0.505747126436782,1.56336551724138,3.66099217638818,0.000290809771552204,0.0173343395971653,0.0162241240971229,"YEL041W/YLR231C/YGL037C/YJR009C/YBR117C/YAL038W/YDR050C/YOL056W/YPL061W/YHR074W/YGR043C/YGR010W/YJL052W/YDL021W/YNL200C/YGL253W/YIL155C/YMR205C/YPL075W/YMR303C/YHR174W/YNL129W/YGR240C/YDL085W/YGR256W/YBR196C/YHR202W/YLR174W/YJR078W/YOL136C/YCL047C/YKL152C/YDR400W/YOR347C/YOR374W/YNL241C/YLR446W/YOR344C/YMR145C/YGR254W/YOL086C/YHR183W/YCR012W/YKL060C",44
"GO:0000097","sulfur amino acid biosynthetic process","22/1875","36/5796",0.611111111111111,1.88906666666667,3.70001318320565,0.000350611477080266,0.0195056851748988,0.0182564011223549,"YNL277W/YLL062C/YPR118W/YFR055W/YER052C/YGR204W/YHR208W/YGL184C/YPR167C/YLL058W/YLR303W/YJR137C/YMR009W/YKR069W/YIR017C/YJR024C/YIL046W/YJR148W/YPL273W/YKL001C/YAL012W/YNL103W",22
"GO:0006195","purine nucleotide catabolic process","22/1875","36/5796",0.611111111111111,1.88906666666667,3.70001318320565,0.000350611477080266,0.0195056851748988,0.0182564011223549,"YJR009C/YBR252W/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YHR202W/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",22
"GO:0009261","ribonucleotide catabolic process","21/1875","34/5796",0.617647058823529,1.90927058823529,3.67684150939971,0.000388232640697315,0.0209019444298006,0.0195632339149343,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YER005W/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",21
"GO:0009086","methionine biosynthetic process","20/1875","32/5796",0.625,1.932,3.6555931131146,0.000427473660151019,0.0222954230872516,0.0208674641994774,"YNL277W/YLL062C/YPR118W/YFR055W/YER052C/YGR204W/YHR208W/YGL184C/YPR167C/YLL058W/YLR303W/YMR009W/YKR069W/YIR017C/YJR024C/YIL046W/YJR148W/YPL273W/YKL001C/YNL103W",20
"GO:0046496","nicotinamide nucleotide metabolic process","43/1875","86/5796",0.5,1.5456,3.52479990562671,0.000466257946533661,0.023581348871657,0.0220710300687704,"YEL041W/YLR231C/YJR009C/YBR117C/YAL038W/YDR050C/YOL056W/YPL061W/YHR074W/YGR043C/YGR010W/YJL052W/YDL021W/YNL200C/YGL253W/YIL155C/YMR205C/YPL075W/YMR303C/YHR174W/YNL129W/YGR240C/YDL085W/YGR256W/YBR196C/YHR202W/YLR174W/YJR078W/YOL136C/YCL047C/YKL152C/YDR400W/YOR347C/YOR374W/YNL241C/YLR446W/YOR344C/YMR145C/YGR254W/YOL086C/YHR183W/YCR012W/YKL060C",43
"GO:0006067","ethanol metabolic process","11/1875","14/5796",0.785714285714286,2.4288,3.70105339544711,0.00050875237510463,0.0242602204014179,0.0227064217941435,"YLR251W/YPL061W/YGR087C/YLR044C/YMR303C/YDL085W/YER073W/YOR374W/YLR134W/YMR145C/YOL086C",11
"GO:0015846","polyamine transport","11/1875","14/5796",0.785714285714286,2.4288,3.70105339544711,0.00050875237510463,0.0242602204014179,0.0227064217941435,"YPR156C/YNR055C/YOR273C/YBR043C/YBR132C/YKR039W/YHL016C/YJR059W/YGR138C/YDL210W/YPL274W",11
"GO:0000096","sulfur amino acid metabolic process","26/1875","46/5796",0.565217391304348,1.7472,3.51812115816811,0.000589521194820119,0.0268731263686668,0.025151978512883,"YNL277W/YLL062C/YPR118W/YFR055W/YDR253C/YER052C/YGR204W/YHR208W/YNL239W/YJR010W/YGL184C/YPR167C/YLL058W/YLR303W/YJR137C/YMR009W/YKR069W/YIR017C/YJR024C/YIL046W/YJR148W/YPL273W/YHR205W/YKL001C/YAL012W/YNL103W",26
"GO:0009063","amino acid catabolic process","29/1875","53/5796",0.547169811320755,1.69141132075472,3.49650334323406,0.000601948517586322,0.0268731263686668,0.025151978512883,"YPL111W/YFL018C/YEL046C/YGL256W/YLR231C/YFR055W/YGL196W/YER043C/YJL060W/YHR208W/YNL239W/YGR087C/YDR148C/YLR044C/YLR098C/YLR438W/YMR303C/YLR142W/YIR023W/YDL168W/YHR037W/YJR078W/YLR134W/YCL064C/YJR148W/YOL086C/YKL106W/YAL044C/YDL080C",29
"GO:0055070","copper ion homeostasis","14/1875","20/5796",0.7,2.16384,3.60515233073859,0.000611850690239269,0.0268731263686668,0.025151978512883,"YMR244C-A/YGL166W/YBR010W/YHR175W/YJL077C/YDR515W/YER053C/YPR008W/YDR270W/YDR107C/YER113C/YEL027W/YMR021C/YBR024W",14
"GO:0009154","purine ribonucleotide catabolic process","20/1875","33/5796",0.606060606060606,1.87345454545455,3.47938033382194,0.000757517435854047,0.0316074150110101,0.029583049337037,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",20
"GO:0046031","ADP metabolic process","20/1875","33/5796",0.606060606060606,1.87345454545455,3.47938033382194,0.000757517435854047,0.0316074150110101,0.029583049337037,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",20
"GO:0015849","organic acid transport","39/1875","78/5796",0.5,1.5456,3.3545056099799,0.000843813764410867,0.0339225008579538,0.0317498604731503,"YGR260W/YPR058W/YKL217W/YEL062W/YJL193W/YMR246W/YHL036W/YKR013W/YLL015W/YJL079C/YGR191W/YOL147C/YBR043C/YJR095W/YNL065W/YEL064C/YGL080W/YIL006W/YGL077C/YJL078C/YJR152W/YKR105C/YGR243W/YOR049C/YKR039W/YKL120W/YPL265W/YOR348C/YNL101W/YIL121W/YIL088C/YCR028C/YEL063C/YDL210W/YHR162W/YCR075C/YCL025C/YMR034C/YIL166C",39
"GO:0006006","glucose metabolic process","32/1875","61/5796",0.524590163934426,1.6216131147541,3.37479432416181,0.000853651908947909,0.0339225008579538,0.0317498604731503,"YMR105C/YBR218C/YJR009C/YDR050C/YNR071C/YJL052W/YJL089W/YLR377C/YML028W/YGL253W/YLR044C/YMR205C/YKR097W/YGR240C/YHR043C/YDL085W/YBR196C/YGL062W/YMR280C/YKL152C/YLR134W/YNL241C/YDR511W/YLR446W/YMR145C/YOL086C/YOL126C/YJL155C/YCR012W/YKL060C/YEL012W/YOR047C",32
"GO:0009166","nucleotide catabolic process","23/1875","40/5796",0.575,1.77744,3.41165745595241,0.000876952347722151,0.0340379876360063,0.0318579506491964,"YJR009C/YBR252W/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YHR202W/YOL136C/YKL152C/YOR347C/YER005W/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",23
"GO:0005975","carbohydrate metabolic process","108/1875","260/5796",0.415384615384615,1.28403692307692,3.24035332363941,0.000909664807078518,0.034386658580228,0.032184290204067,"YGL156W/YMR105C/YNR001C/YIL050W/YIL107C/YFR017C/YBR218C/YKR058W/YBR298C/YHL032C/YOR190W/YFR021W/YPL248C/YIL123W/YCR005C/YJR009C/YLR144C/YJL216C/YAL038W/YDR050C/YJL221C/YLR343W/YOL132W/YKL048C/YOL056W/YNR071C/YNL117W/YNR067C/YOR178C/YGR043C/YJL052W/YEL011W/YJL089W/YIR031C/YLR377C/YPR001W/YML028W/YNR073C/YDL021W/YER054C/YHR101C/YJL137C/YMR305C/YPR184W/YGL253W/YOL030W/YLR044C/YIL155C/YMR205C/YLR300W/YDL049C/YGR287C/YKR097W/YPL075W/YHR174W/YFL053W/YGR240C/YFR003C/YDL236W/YHR043C/YJL034W/YIL053W/YMR311C/YDL085W/YGR256W/YBR196C/YGL062W/YMR280C/YCL018W/YGR292W/YLR258W/YER065C/YLR174W/YOL136C/YDR420W/YGR143W/YKL152C/YOR347C/YPL201C/YNL242W/YFR042W/YLR134W/YIL162W/YNL241C/YFR015C/YJR159W/YDR511W/YLR446W/YMR164C/YOR344C/YMR145C/YML070W/YGR254W/YOL086C/YER059W/YGR189C/YOL126C/YJL155C/YHR183W/YML051W/YCR012W/YEL070W/YBR299W/YKL060C/YEL012W/YOR047C/YIL172C/YGL134W",108
"GO:1902600","proton transmembrane transport","48/1875","101/5796",0.475247524752475,1.46908514851485,3.28847421492535,0.000969157337341053,0.034386658580228,0.032184290204067,"YHR094C/Q0275/YBR298C/YML030W/YOR137C/YKL217W/YHR039C-A/YDR343C/YDL138W/YDR536W/Q0250/YPR020W/YPR191W/YML123C/YHR096C/YGL008C/Q0105/YOL027C/YHR092C/YJR121W/YKL016C/YNR072W/Q0130/YDR342C/YEL069C/YGL191W/YLR447C/YML081C-A/YBR127C/YCL005W-A/YPL271W/YOL077W-A/YLR295C/YMR256C/YEL027W/YDR345C/Q0085/YBL099W/YPR128C/YDR529C/YOR065W/YJL166W/YFR033C/YDR322C-A/Q0045/YPL036W/YDL183C/YPL078C",48
"GO:0072521","purine-containing compound metabolic process","82/1875","190/5796",0.431578947368421,1.33409684210526,3.23781148685018,0.000978251876871357,0.034386658580228,0.032184290204067,"YEL041W/YJR105W/YNR001C/YML075C/YLR231C/YIL009W/YJR009C/YMR246W/YBR252W/YBR117C/YER043C/YAL038W/YDR050C/YLR153C/YGR204W/YPR020W/YOL056W/YPL061W/YJR019C/YHR074W/YGR043C/YGR010W/YJL052W/YMR207C/YIR031C/YNR016C/YNR043W/YDR148C/YMR208W/YKL181W/YDL021W/YJR121W/YKL016C/YGL253W/YIL155C/YMR205C/YPL075W/YMR303C/YHR174W/Q0130/YNL129W/YGR240C/YLR450W/YDL085W/YGR256W/YBR196C/YML081C-A/YOL061W/YBR127C/YHR202W/YPL271W/YLR174W/YJR078W/YOL136C/YOL077W-A/YCL047C/YKL152C/YDR400W/YOR347C/YMR220W/YLR295C/YOR374W/Q0085/YNL241C/YBL099W/YLR446W/YOR344C/YIR027C/YMR145C/YIR028W/YDL238C/YGR254W/YOL086C/YHL011C/YJL116C/YPL273W/YHR183W/YDR322C-A/YCR012W/YNL141W/YKL060C/YPL078C",82
"GO:0046942","carboxylic acid transport","38/1875","76/5796",0.5,1.5456,3.31064091795272,0.000979093186614629,0.034386658580228,0.032184290204067,"YGR260W/YPR058W/YKL217W/YEL062W/YJL193W/YMR246W/YHL036W/YKR013W/YLL015W/YJL079C/YGR191W/YOL147C/YBR043C/YJR095W/YNL065W/YEL064C/YGL080W/YIL006W/YGL077C/YJL078C/YJR152W/YKR105C/YGR243W/YOR049C/YKR039W/YKL120W/YPL265W/YOR348C/YNL101W/YIL121W/YIL088C/YCR028C/YEL063C/YDL210W/YHR162W/YCR075C/YCL025C/YMR034C",38
"GO:0006865","amino acid transport","31/1875","59/5796",0.525423728813559,1.62418983050847,3.33218576408455,0.000988951235381034,0.034386658580228,0.032184290204067,"YGR142W/YDR119W/YPR058W/YDR352W/YEL062W/YGR125W/YHL036W/YCL069W/YGR191W/YBR043C/YNL065W/YEL064C/YGL077C/YFL055W/YKR105C/YMR088C/YBR132C/YKR039W/YKL176C/YOL092W/YPL265W/YOR348C/YNL101W/YIL121W/YIL088C/YEL063C/YDL210W/YPL274W/YCR075C/YCL025C/YCL038C",31
"GO:0046434","organophosphate catabolic process","33/1875","64/5796",0.515625,1.5939,3.30353685636634,0.00105545245351382,0.0344068902007696,0.0322032260464458,"YNR001C/YJR009C/YBR252W/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YHR046C/YGL253W/YMR205C/YPL103C/YPL075W/YHR174W/YKR031C/YGR240C/YBR196C/YHR202W/YOL136C/YKL152C/YOR347C/YER005W/YBR242W/YLR446W/YOR344C/YGR254W/YPL206C/YLR380W/YGL101W/YCR068W/YPL110C/YCR012W/YKL060C",33
"GO:0015677","copper ion import","9/1875","11/5796",0.818181818181818,2.52916363636364,3.5101652128896,0.00106302109808927,0.0344068902007696,0.0322032260464458,"YMR319C/YLR411W/YLR214W/YOL152W/YPR124W/YHR175W/YOR381W/YOR384W/YLL051C",9
"GO:1902047","polyamine transmembrane transport","9/1875","11/5796",0.818181818181818,2.52916363636364,3.5101652128896,0.00106302109808927,0.0344068902007696,0.0322032260464458,"YPR156C/YNR055C/YOR273C/YBR043C/YBR132C/YKR039W/YHL016C/YGR138C/YPL274W",9
"GO:0034220","monoatomic ion transmembrane transport","78/1875","180/5796",0.433333333333333,1.33952,3.19975701777944,0.00111880200115212,0.0344068902007696,0.0322032260464458,"YHR094C/YDL206W/YMR319C/Q0275/YBR298C/YML030W/YOR137C/YLR411W/YKL217W/YHR039C-A/YNL055C/YFL050C/YPR124W/YDR343C/YDL138W/YGR217W/YLL015W/YHR175W/YDR536W/Q0250/YPR020W/YNL291C/YNL305C/YEL065W/YPR191W/YML123C/YHR096C/YGL008C/Q0105/YOL027C/YHR092C/YOL158C/YJR121W/YKL016C/YER053C/YLR092W/YBR296C/YMR058W/YNR072W/YJR106W/Q0130/YDR342C/YLR241W/YOR079C/YDR270W/YEL069C/YBR295W/YGL191W/YLR447C/YML081C-A/YBR127C/YCL005W-A/YPL271W/YOL130W/YOL077W-A/YOR390W/YLR295C/YMR256C/YEL027W/YDR345C/YHL040C/Q0085/YBL099W/YGL255W/YIL121W/YPR128C/YDR529C/YOR065W/YBR235W/YIL114C/YJL166W/YFR033C/YDR322C-A/YCR023C/Q0045/YPL036W/YDL183C/YPL078C",78
"GO:0016052","carbohydrate catabolic process","47/1875","99/5796",0.474747474747475,1.46753939393939,3.2444540825339,0.0011212867919903,0.0344068902007696,0.0322032260464458,"YGL156W/YMR105C/YIL050W/YFR017C/YHL032C/YOR190W/YFR021W/YIL123W/YJR009C/YLR144C/YJL216C/YAL038W/YDR050C/YJL221C/YOL056W/YNR071C/YNR067C/YJL052W/YDL021W/YPR184W/YGL253W/YIL155C/YMR205C/YLR300W/YGR287C/YPL075W/YHR174W/YFL053W/YGR240C/YBR196C/YGR292W/YOL136C/YKL152C/YOR347C/YNL242W/YIL162W/YJR159W/YLR446W/YMR164C/YOR344C/YML070W/YGR254W/YER059W/YCR012W/YBR299W/YKL060C/YIL172C",47
"GO:0009185","ribonucleoside diphosphate metabolic process","21/1875","36/5796",0.583333333333333,1.8032,3.34266337966869,0.00113384000062452,0.0344068902007696,0.0322032260464458,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YER005W/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",21
"GO:0170041","non-proteinogenic amino acid metabolic process","21/1875","36/5796",0.583333333333333,1.8032,3.34266337966869,0.00113384000062452,0.0344068902007696,0.0322032260464458,"YPL111W/YLR231C/YEL066W/YFR055W/YGL196W/YER043C/YJL060W/YNL239W/YGL184C/YLL058W/YLR303W/YJL088W/YLR438W/YIR023W/YMR170C/YJR078W/YOL058W/YPL273W/YMR169C/YAL012W/YOL140W",21
"GO:0098662","inorganic cation transmembrane transport","73/1875","167/5796",0.437125748502994,1.35124311377246,3.18477946852293,0.00119293923781673,0.0355538497842164,0.0332767261075193,"YHR094C/YMR319C/Q0275/YBR298C/YML030W/YOR137C/YLR411W/YKL217W/YHR039C-A/YFL050C/YPR124W/YDR343C/YDL138W/YGR217W/YLL015W/YHR175W/YDR536W/Q0250/YPR020W/YNL291C/YNL305C/YEL065W/YPR191W/YML123C/YHR096C/YOR378W/YGL008C/Q0105/YOL027C/YHR092C/YOL158C/YJR121W/YKL016C/YER053C/YBR296C/YMR058W/YNR072W/Q0130/YNL142W/YDR342C/YOR079C/YDR270W/YEL069C/YBR295W/YGL191W/YLR447C/YML081C-A/YBR127C/YCL005W-A/YPL271W/YOL130W/YOL077W-A/YLR295C/YMR256C/YEL027W/YDR345C/YHL040C/Q0085/YBL099W/YGL255W/YIL121W/YGR121C/YPR128C/YDR529C/YOR065W/YBR235W/YJL166W/YFR033C/YDR322C-A/Q0045/YPL036W/YDL183C/YPL078C",73
"GO:0009135","purine nucleoside diphosphate metabolic process","20/1875","34/5796",0.588235294117647,1.81835294117647,3.30919541706143,0.00128506714322081,0.0363521535938227,0.0340239008124833,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",20
"GO:0009179","purine ribonucleoside diphosphate metabolic process","20/1875","34/5796",0.588235294117647,1.81835294117647,3.30919541706143,0.00128506714322081,0.0363521535938227,0.0340239008124833,"YJR009C/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YOL136C/YKL152C/YOR347C/YLR446W/YOR344C/YGR254W/YCR012W/YKL060C",20
"GO:0015698","inorganic anion transport","20/1875","34/5796",0.588235294117647,1.81835294117647,3.30919541706143,0.00128506714322081,0.0363521535938227,0.0340239008124833,"YPL092W/YML123C/YGL254W/YCR037C/YER053C/YLR092W/YBR296C/YPR201W/YML121W/YKL120W/YMR279C/YOR390W/YDR281C/YCR015C/YBR235W/YCR023C/YIL166C/YML116W/YHL008C/YIL047C",20
"GO:1901292","nucleoside phosphate catabolic process","26/1875","48/5796",0.541666666666667,1.6744,3.24420833393595,0.00139349851601632,0.0387624837205206,0.0362798561011968,"YNR001C/YJR009C/YBR252W/YAL038W/YDR050C/YOL056W/YJL052W/YDL021W/YGL253W/YMR205C/YPL075W/YHR174W/YGR240C/YBR196C/YHR202W/YOL136C/YKL152C/YOR347C/YER005W/YBR242W/YLR446W/YOR344C/YGR254W/YGL101W/YCR012W/YKL060C",26
"GO:0009060","aerobic respiration","45/1875","95/5796",0.473684210526316,1.46425263157895,3.15478372244959,0.00150109837548327,0.041071035880026,0.0384405520141015,"YNR001C/Q0275/YLR164W/YNL169C/YCR005C/YFR049W/YOR002W/YBR238C/YBR010W/Q0250/YKL148C/YNL117W/YGL226W/YPR191W/YIR031C/YPR001W/Q0105/YDR148C/YJR121W/YKR046C/YEL039C/YPL262W/YKL055C/YGL191W/YMR002W/YNL037C/YPL271W/YER065C/YLR174W/YMR256C/YDR031W/YMR030W/YBL030C/YDR529C/YJL045W/YOR065W/YOL126C/YJL116C/YOR136W/YJL166W/YFR033C/YKL085W/YMR081C/Q0045/YOR355W",45
"GO:0044282","small molecule catabolic process","60/1875","134/5796",0.447761194029851,1.38411940298507,3.11073235884587,0.00158128879899179,0.042567274282537,0.0398409605722209,"YGL156W/YMR105C/YPL111W/YFL018C/YEL046C/YLR231C/YHL032C/YDR539W/YFR055W/YGL196W/YER043C/YDR050C/YJL060W/YPR006C/YHR208W/YER010C/YNL239W/YPL061W/YNR071C/YJR019C/YPL280W/YGR087C/YOR363C/YPR001W/YDR148C/YHR046C/YLR044C/YIL155C/YMR205C/YLR438W/YLR142W/YFL053W/YGR240C/YIR023W/YMR322C/YDL168W/YHR037W/YKR009C/YOR040W/YJR078W/YDR400W/YOL055C/YER073W/YOR391C/YLR134W/YDR538W/YJR159W/YCL064C/YML070W/YPR128C/YJR148W/YGL205W/YPR127W/YPL095C/YKL106W/YBR208C/YAL044C/YML076C/YEL020C/YDL080C",60
"GO:0019318","hexose metabolic process","38/1875","78/5796",0.487179487179487,1.50596923076923,3.11084425053628,0.00181023180486576,0.0479567759098564,0.0448852798399464,"YGL156W/YMR105C/YIL107C/YBR218C/YPL248C/YJR009C/YDR050C/YNR071C/YJL052W/YJL089W/YLR377C/YML028W/YGL253W/YLR044C/YMR205C/YKR097W/YGR240C/YHR043C/YDL085W/YBR196C/YGL062W/YMR280C/YOL136C/YKL152C/YLR134W/YNL241C/YJR159W/YDR511W/YLR446W/YMR145C/YOL086C/YOL126C/YJL155C/YML051W/YCR012W/YKL060C/YEL012W/YOR047C",38
"GO:0006163","purine nucleotide metabolic process","62/1875","140/5796",0.442857142857143,1.36896,3.05574801340497,0.00185434908242075,0.0483579471650036,0.0452607572090854,"YEL041W/YJR105W/YLR231C/YJR009C/YBR252W/YBR117C/YAL038W/YDR050C/YGR204W/YPR020W/YOL056W/YPL061W/YHR074W/YGR043C/YGR010W/YJL052W/YKL181W/YDL021W/YJR121W/YKL016C/YGL253W/YIL155C/YMR205C/YPL075W/YMR303C/YHR174W/Q0130/YNL129W/YGR240C/YDL085W/YGR256W/YBR196C/YML081C-A/YOL061W/YBR127C/YHR202W/YPL271W/YLR174W/YJR078W/YOL136C/YOL077W-A/YCL047C/YKL152C/YDR400W/YOR347C/YLR295C/YOR374W/Q0085/YNL241C/YBL099W/YLR446W/YOR344C/YMR145C/YGR254W/YOL086C/YHL011C/YJL116C/YHR183W/YDR322C-A/YCR012W/YKL060C/YPL078C",62
"GO:0072524","pyridine-containing compound metabolic process","47/1875","101/5796",0.465346534653465,1.43847920792079,3.07391434922559,0.00189334333905464,0.0486152312751107,0.0455015629984953,"YEL041W/YLR231C/YGL037C/YJR009C/YBR117C/YAL038W/YDR050C/YOL056W/YPL061W/YHR074W/YGR043C/YGR010W/YJL052W/YDL021W/YNL200C/YGL253W/YIL155C/YMR205C/YPL075W/YMR303C/YHR174W/YNL129W/YGR240C/YDL085W/YGR256W/YBR196C/YHR202W/YEL029C/YLR174W/YJR078W/YOL136C/YCL047C/YKL152C/YDR400W/YOR347C/YOR374W/YNL241C/YLR446W/YOR344C/YMR145C/YGR254W/YOL086C/YPR127W/YHR183W/YCR012W/YKL060C/YOR047C",47
